Property Address	Parcel Number	Inspection Date	Grade	License Status	Expiration Date	Mappable Address
2211 East Rainbow View	912115305012.00	4/7/2015	Class B	Issued	10/14/2022	"2211 East Rainbow View
Urbana, IL
(-88.1785, 40.1035)"
502 West Green Street Unit 308	922117127043.00	12/22/2008	Class A	Issued	10/14/2022	"502 West Green Street
Urbana, IL
(-88.2134, 40.1107)"
1503 Kinch Street	922116480025.00	2/25/2015	Class B	Issued	10/14/2022	"1503 Kinch Street
Urbana, IL
(-88.1816, 40.0999)"
711 West Nevada Street	922117158001.00	8/7/2018	Class B	Issued	10/14/2022	"711 West Nevada Street
Urbana, IL
(40.1061820984, -88.2172317505)"
204 West Washington Street	922117260007.00	5/15/2019	Class B	Issued	10/14/2022	"204 West Washington Street
Urbana, IL
(40.105915, -88.20922)"
904 North Broadway Avenue Unit 21	912108257034.00	2/4/2008	Class B	Expired		"904 North Broadway Avenue
Urbana, IL
(-88.2076, 40.1206)"
701 North Lincoln Avenue	912107429022.00	11/15/2011	Class B	Issued	10/14/2022	"701 North Lincoln Avenue
Urbana, IL
(-88.2197, 40.1184)"
303 South Cottage Grove Avenue	922116112012.00	3/13/2012	Class B	Issued		"303 South Cottage Grove Avenue
Urbana, IL
(-88.1961, 40.1106)"
705 East Park Street	912109303002.00	11/17/2021	Class B	Issued	10/14/2022	"705 East Park Street
Urbana, IL
(40.1169586182, -88.1999588013)"
1306 East Brighton Drive	932121177018.00	2/28/2017	Class B	Issued	10/14/2022	"1306 East Brighton Drive
Urbana, IL
(40.093285, -88.1926)"
802 West Illinois Street	922117103018.00	7/6/2018	Class B	Issued	10/14/2022	"802 West Illinois Street
Urbana, IL
(40.1093521118, -88.2179946899)"
814 Clark Street	912108352006.00	8/24/2010	Class B	Issued		"814 Clark Street
Urbana, IL
(-88.219, 40.1157)"
802 West Green Street	922117102019.00	4/11/2018	Class B	Issued	10/14/2022	"802 West Green Street
Urbana, IL
(40.1108398438, -88.2180480957)"
110 Franklin Street	912108252008.00	7/13/2010	Class B	Issued	10/14/2022	"110 Franklin Street
Urbana, IL
(-88.2087, 40.1209)"
1503 Philo Road	922116379044.00	5/4/2016	Class B	Issued		"1503 Philo Road
Urbana, IL
(-88.1908, 40.0997)"
805 1/2 West California Avenue	922117152004.00	2/19/2008	Class B	Issued	10/14/2022	"805 1 2 West California Avenue
Urbana, IL
(-88.2183, 40.1081)"
1405 Wiley Drive	922116352005.00	4/20/2016	Class B	Issued	10/14/2021	"1405 Wiley Drive
Urbana, IL
(-88.1981, 40.1001)"
1010 South Lynn Street	922116303017.00	2/12/2016	Class B	Issued	10/14/2022	"1010 South Lynn Street
Urbana, IL
(-88.1975, 40.1039)"
705 Colorado Avenue	932121152042.00	1/30/2013	Class A	Issued	10/14/2022	"705 Colorado Avenue
Urbana, IL
(-88.1974, 40.0942)"
1004 Fairlawn Drive	922116306023.00	3/21/2016	Class B	Expired	10/14/2022	"1004 Fairlawn Drive
Urbana, IL
(-88.1963, 40.1027)"
1004 Anderson Street	922116301012.00	2/11/2016	Class B	Issued	10/14/2022	"1004 Anderson Street
Urbana, IL
(-88.1999, 40.1043)"
712 South Race Street	922117261007.00	11/19/2019	Class B	Issued	10/14/2022	"712 South Race Street
Urbana, IL
(40.1066017151, -88.2083969116)"
1105 South Country Squire Drive	922116432015.00	1/8/2015	Class B	Issued	10/14/2022	"1105 South Country Squire Drive
Urbana, IL
(-88.1859, 40.1033)"
706 Sunny Lane	912115181010.00	3/26/2015	Class B	Issued	10/14/2022	"706 Sunny Lane
Urbana, IL
(-88.1722, 40.1067)"
1701 East Washington Street	922116426001.00	7/21/2014	Class B	Issued		"1701 East Washington Street
Urbana, IL
(-88.1863, 40.1055)"
703 South Busey Avenue	922117153014.00	2/18/2016	Class B	Issued	10/14/2022	"703 South Busey Avenue
Urbana, IL
(-88.2179, 40.1068)"
702 West Washington Street	922117158016.00	7/30/2018	Class B	Issued	10/14/2022	"702 West Washington Street
Urbana, IL
(40.105717, -88.216194)"
1009 East Willard Street	932121380003.00	2/28/2017	Class C	Issued	10/14/2022	"1009 East Willard Street
Urbana, IL
(40.08406, -88.195694)"
1305 East Scovill Street	932121381010.00	4/19/2017	Class B	Issued	10/14/2022	"1305 East Scovill Street
Urbana, IL
(40.0857925415, -88.1917419434)"
510 West California Avenue	922117176007.00	6/10/2008	Class B	Issued	10/14/2022	"510 West California Avenue
Urbana, IL
(-88.2141, 40.1085)"
704 West Vermont Avenue	932117356018.00	8/7/2009	Class B	Expired	10/14/2022	"704 West Vermont Avenue
Urbana, IL
(-88.2161, 40.1001)"
704 East High Street	922116106004.00	4/11/2012	Class B	Issued		"704 East High Street
Urbana, IL
(-88.1999, 40.1103)"
207 South Cottage Grove Avenue	922116104035.00	6/11/2015	Class B	Issued		"207 South Cottage Grove Avenue
Urbana, IL
(-88.1961, 40.1114)"
722 South Broadway Avenue	922117263011.00	5/17/2007	Class B	Issued	10/14/2022	"722 South Broadway Avenue
Urbana, IL
(-88.2069, 40.1058)"
2206 Easy Street	912115301006.00	3/12/2015	Class B	Issued		"2206 Easy Street
Urbana, IL
(-88.1792, 40.1052)"
209 West Griggs Street	912108384001.00	11/4/2021	Class B	Issued	10/14/2022	"209 West Griggs Street
Urbana, IL
(40.11419, -88.21004)"
1403 Philo Road	922116378044.00	4/7/2016	Class B	Issued		"1403 Philo Road
Urbana, IL
(-88.1908, 40.1004)"
1005 Lanore Drive	922116402028.00	9/9/2014	Class B	Expired	10/14/2022	"1005 Lanore Drive
Urbana, IL
(-88.1869, 40.1042)"
806 West Springfield Avenue	912108355008.00	12/10/2021	Class C	Issued	10/14/2022	"806 West Springfield Avenue
Urbana, IL
(40.113007, -88.218475)"
908 Lanore Drive	922116426004.00	8/1/2014	Class B	Issued	10/14/2022	"908 Lanore Drive
Urbana, IL
(-88.1863, 40.105)"
1204 East Brighton Drive Apt A	932121177013.00	2/23/2017	Class B	Issued	10/14/2022	"1204 East Brighton Drive
Apt A Urbana, IL
(40.0932884216, -88.1934890747)"
403 West Park Street	912108328006.00	6/20/2008	Class B	Expired		"403 West Park Street
Urbana, IL
(-88.2113, 40.1172)"
412 West High Street	922117133006.00	7/17/2019	Class B	Expired	10/14/2021	"412 West High Street
Urbana, IL
(40.1100769043, -88.2129440308)"
2209 East Vermont Avenue	912115354006.00	3/24/2015	Class B	Issued		"2209 East Vermont Avenue
Urbana, IL
(-88.1787, 40.1002)"
602 South Busey Avenue	922117156001.00	5/15/2013	Class B	Issued	10/14/2022	"602 South Busey Avenue
Urbana, IL
(-88.2174, 40.1081)"
403 West High Street	922117134006.00	4/1/2008	Class B	Expired	10/14/2022	"403 West High Street
Urbana, IL
(-88.2121, 40.1097)"
608 West Washington Street	922117162019.00	4/17/2019	Class B	Issued	10/14/2022	"608 West Washington Street
Urbana, IL
(40.10582, -88.21515)"
910 Anderson Street	922116301009.00	6/17/2015	Class B	Issued	10/14/2022	"910 Anderson Street
Urbana, IL
(-88.1999, 40.1048)"
306 Harvey Street	912107481001.00	3/24/2009	Class C	Issued		"306 Harvey Street
Urbana, IL
(-88.2221, 40.1152)"
1616 East Hunter Street	922116402030.00	3/14/2018	Class A	Expired	10/14/2021	"1616 East Hunter Street
Urbana, IL
(40.1040306091, -88.1870651245)"
106 East Oregon Street	922117257008.00	12/17/2009	Class B	Issued	10/14/2021	"106 East Oregon Street
Urbana, IL
(-88.2066, 40.1078)"
1312 East Florida Avenue	922116382019.00	3/30/2016	Class B	Expired	10/14/2022	"1312 East Florida Avenue
Urbana, IL
(-88.1922, 40.0986)"
1119 Lanore Drive	922116404023.00	5/1/2015	Class B	Expired	10/14/2022	"1119 Lanore Drive
Urbana, IL
(-88.1868, 40.1021)"
210 West Illinois Street	922117143004.00	3/26/2009	Class B	Issued	10/14/2022	"210 West Illinois Street
Urbana, IL
(-88.2099, 40.1094)"
707 West Elm Street	922117106004.00	11/13/2012	Class A	Issued	10/14/2022	"707 West Elm Street
Urbana, IL
(-88.2169, 40.1112)"
1107 West Oregon Street	932118277006.00	5/8/2017	Class B	Issued	10/14/2022	"1107 West Oregon Street
Urbana, IL
(40.106693, -88.22246)"
606 East Colorado Avenue	932120229022.00	9/29/2017	Class B	Issued	10/14/2022	"606 East Colorado Avenue
Urbana, IL
(40.0949668884, -88.2004928589)"
1401 Briarcliff Drive	922116379018.00	5/19/2016	Class B	Expired	10/14/2021	"1401 Briarcliff Drive
Urbana, IL
(-88.1924, 40.0999)"
502 West Green Street Unit 208	922117127030.00	12/12/2008	Class B	Issued		"502 West Green Street
Urbana, IL
(-88.2134, 40.1107)"
202 South Lincoln Avenue	922117102005.00	7/2/2012	Class B	Issued	10/14/2022	"202 South Lincoln Avenue
Urbana, IL
(-88.2191, 40.1112)"
401 East High Street	922117243001.00	8/25/2021	Class B	Fee Exempt Registration	10/14/2020	"401 East High Street
Urbana, IL
(40.109818, -88.203384)"
910 South Webber Street	922116302009.00	11/26/2012	Class B	Issued	10/14/2022	"910 South Webber Street
Urbana, IL
(-88.199, 40.1046)"
2009 Philo Road	932121180018.00	1/31/2013	Class B	Expired	10/14/2022	"2009 Philo Road
Urbana, IL
(-88.1907, 40.0925)"
709 West Stoughton Street	912108360002.00	12/14/2021	Class B	Issued	10/14/2022	"709 West Stoughton Street
Urbana, IL
(40.113125, -88.217224)"
120 West Vermont Avenue	932117452003.00	10/15/2009	Class B	Issued	10/14/2022	"120 West Vermont Avenue
Urbana, IL
(-88.2094, 40.1001)"
309 South Poplar Street	922116130014.00	6/20/2012	Class B	Issued	10/14/2022	"309 South Poplar Street
Urbana, IL
(-88.1949, 40.1102)"
712 South Vine Street	922117284006.00	1/29/2020	Class B	Issued	10/14/2022	"712 South Vine Street
Urbana, IL
(40.106628418, -88.2045593262)"
706 South Broadway Avenue	922117263003.00	5/24/2007	Class B	Issued	10/14/2022	"706 South Broadway Avenue
Urbana, IL
(-88.2069, 40.1071)"
1105 East Florida Avenue	932121126022.00	10/23/2017	Class B	Issued	10/14/2022	"1105 East Florida Avenue
Urbana, IL
(40.098106, -88.195045)"
1202 North Lincoln Avenue	912108151005.00	7/18/2016	Class B	Issued	10/14/2022	"1202 North Lincoln Avenue
Urbana, IL
(-88.2191, 40.1228)"
1607 Montgomery Street	912115387007.00	3/11/2015	Class B	Issued	10/14/2022	"1607 Montgomery Street
Urbana, IL
(-88.1741, 40.0992)"
910 Crestwood Drive	922116303034.00	3/8/2016	Class B	Issued	10/14/2022	"910 Crestwood Drive
Urbana, IL
(-88.1969, 40.1034)"
1010 Berkley Avenue	912108256002.00	5/27/2010	Class B	Issued	10/14/2021	"1010 Berkley Avenue
Urbana, IL
(-88.2061, 40.1226)"
1609 Ivanhoe Way	922116454021.00	12/23/2014	Class B	Issued	10/14/2022	"1609 Ivanhoe Way
Urbana, IL
(-88.1885, 40.1017)"
1404 East Mumford Drive	932121327006.00	2/27/2017	Class C	Issued	10/14/2022	"1404 East Mumford Drive
Urbana, IL
(40.090935, -88.19125)"
713 Springfield Avenue	922117104001.00	10/24/2012	Class C	Issued	10/14/2022	"713 Springfield Avenue
Urbana, IL
(-88.2175, 40.1125)"
705 Springfield Avenue	922117104005.00	7/16/2012	Class C	Issued	10/14/2022	"705 Springfield Avenue
Urbana, IL
(-88.2167, 40.1125)"
710 East Park Street	912109302005.00	12/6/2010	Class B	Expired	10/14/2021	"710 East Park Street
Urbana, IL
(-88.1995, 40.1174)"
2006 East Rainbow View	922116430021.00	1/8/2015	Class B	Issued	10/14/2022	"2006 East Rainbow View
Urbana, IL
(-88.183, 40.1034)"
703 West Nevada Street	922117158005.00	5/3/2018	Class B	Issued	10/14/2022	"703 West Nevada Street
Urbana, IL
(40.10619, -88.21641)"
101 West Oregon Street	922117261018.00	9/23/2021	Class A	Issued	10/14/2022	"101 West Oregon Street
Urbana, IL
(40.107445, -88.20766)"
135 West Main Street	922117206001.00	2/11/2020	Class B	Issued	10/14/2022	"135 West Main Street
Urbana, IL
(40.11219, -88.20877)"
1008 East Delaware Avenue	922116353023.00	3/24/2016	Class B	Expired	10/14/2022	"1008 East Delaware Avenue
Urbana, IL
(-88.1958, 40.0994)"
913 Harvey Street	912107280008.00	11/3/2011	Class A	Issued	10/14/2022	"913 Harvey Street
Urbana, IL
(-88.2223, 40.1211)"
606 East Scovill Street	932121352003.00	3/15/2017	Class B	Issued	10/14/2022	"606 East Scovill Street
Urbana, IL
(40.08561, -88.19978)"
1002 North Highlands Drive	912108277016.00	12/14/2021	Class B	Issued	10/14/2022	"1002 North Highlands Drive
Urbana, IL
(40.1221961975, -88.2041931152)"
1202 East Pennsylvania Avenue	922116379027.00	5/9/2016	Class B	Expired	10/14/2022	"1202 East Pennsylvania Avenue
Urbana, IL
(-88.1944, 40.1003)"
1905 Weaver Street	922116430023.00	2/2/2015	Class B	Issued		"1905 Weaver Street
Urbana, IL
(-88.1839, 40.104)"
106 West Main Street	922117202012.00	8/5/2021	Class B	Issued	10/14/2022	"106 West Main Street
Urbana, IL
(40.1127700806, -88.2077713013)"
401 West Springfield Avenue	922117131006.00	3/4/2019	Class B	Issued	10/14/2022	"401 West Springfield Avenue
Urbana, IL
(40.112118, -88.211975)"
1104 East Florida Avenue	922116381010.00	5/17/2016	Class B	Issued	10/14/2022	"1104 East Florida Avenue
Urbana, IL
(-88.1951, 40.0986)"
502 West Green Street Unit 201	922117127023.00	12/22/2008	Class A	Issued	10/14/2022	"502 West Green Street
Urbana, IL
(-88.2134, 40.1107)"
1006 Stoughton Street	912107482012.00	12/8/2008	Class B	Issued	10/14/2022	"1006 Stoughton Street
Urbana, IL
(-88.2214, 40.1138)"
310 West Green Street	922117136009.00	6/19/2009	Class B	Issued	10/14/2022	"310 West Green Street
Urbana, IL
(-88.2114, 40.1109)"
1014 Geraldine Avenue	912108278006.00	10/18/2010	Class B	Issued	10/14/2022	"1014 Geraldine Avenue
Urbana, IL
(-88.2025, 40.1231)"
601 West Green Street	922117112005.00	5/29/2013	Class B	Issued	10/14/2022	"601 West Green Street
Urbana, IL
(-88.2147, 40.1104)"
1611 East Lexington Drive	932128406013.00	12/5/2017	Class A	Issued	10/14/2022	"1611 East Lexington Drive
Urbana, IL
(40.07518, -88.18751)"
411 West Park Street	912108328002.00	3/28/2011	Class B	Expired	10/14/2022	"411 West Park Street
Urbana, IL
(-88.2123, 40.1171)"
611 West California Avenue	922117160001.00	4/30/2019	Class C	Issued	10/14/2022	"611 West California Avenue
Urbana, IL
(40.10809, -88.21578)"
915 Harvey Street	912107280007.00	11/3/2011	Class B	Issued		"915 Harvey Street
Urbana, IL
(-88.2223, 40.1212)"
808 Springfield Avenue	912108355007.00	7/7/2008	Class B	Issued		"808 Springfield Avenue
Urbana, IL
(-88.2187, 40.113)"
704 North Coler Avenue	912108308009.00	4/9/2014	Class B	Issued	10/14/2022	"704 North Coler Avenue
Urbana, IL
(-88.2154, 40.1186)"
701 Sunny Lane	912115180028.00	3/26/2015	Class A	Issued	10/14/2022	"701 Sunny Lane
Urbana, IL
(-88.1729, 40.1071)"
104 Birch Street	922117135002.00	12/10/2008	Class B	Expired	10/14/2022	"104 Birch Street
Urbana, IL
(-88.2116, 40.112)"
801 Ohio Street	932117303006.00	7/15/2009	Class B	Issued		"801 Ohio Street
Urbana, IL
(-88.218, 40.1035)"
503 West Green Street	922117128005.00	5/8/2013	Class B	Issued	10/14/2022	"503 West Green Street
Urbana, IL
(-88.2136, 40.1104)"
1010 East Water Street	912109378004.00	3/16/2012	Class B	Issued	10/14/2022	"1010 East Water Street
Urbana, IL
(-88.1938, 40.1142)"
412 West Washington Street	922117181004.00	4/4/2019	Class A	Issued	10/14/2022	"412 West Washington Street
Urbana, IL
(40.105758667, -88.212928772)"
3020 East Stillwater Landing Unit 201	932122406005.00	12/18/2017	Class B	Issued	10/14/2022	"3020 East Stillwater Landing
Urbana, IL
(40.090385, -88.16655)"
811 West Main Street	912108354002.00	5/18/2011	Class A	Issued	10/14/2022	"811 West Main Street
Urbana, IL
(-88.2188, 40.1142)"
609 West Main Street	912108363001.00	6/3/2008	Class B	Issued	10/14/2022	"609 West Main Street
Urbana, IL
(-88.2155, 40.1137)"
1506 North Romine Street	912107203003.00	10/22/2013	Class A	Issued	10/14/2022	"1506 North Romine Street
Urbana, IL
(-88.2274, 40.1268)"
403 South McCullough Street	922117129006.00	4/10/2019	Class B	Issued	10/14/2022	"403 South McCullough Street
Urbana, IL
(40.109493, -88.213356)"
1406 South Maple Street	932117480004.00	12/24/2009	Class B	Issued		"1406 South Maple Street
Urbana, IL
(-88.202, 40.1001)"
508 Crystal Lake Drive	912108428003.00	8/3/2010	Class B	Expired		"508 Crystal Lake Drive
Urbana, IL
(-88.2027, 40.1192)"
202 Grove Street	922117236001.00	7/23/2009	Class C	Issued		"202 Grove Street
Urbana, IL
(-88.201, 40.1116)"
807 West Nevada Street	922117154003.00	11/29/2012	Class C	Issued		"807 West Nevada Street
Urbana, IL
(-88.2186, 40.1062)"
604 South Busey Avenue	922117156008.00	2/18/2019	Class C	Issued	10/14/2022	"604 South Busey Avenue
Urbana, IL
(40.10785, -88.21743)"
1406 Eastern Drive	922116331028.00	4/11/2016	Class B	Expired	10/14/2022	"1406 Eastern Drive
Urbana, IL
(-88.1918, 40.1029)"
411 East Florida Avenue	932120226010.00	9/18/2017	Class A	Issued	10/14/2022	"411 East Florida Avenue
Urbana, IL
(40.098038, -88.20232)"
704 West Green Street	922117106015.00	6/12/2018	Class B	Issued	10/14/2022	"704 West Green Street
Urbana, IL
(40.110855, -88.21649)"
1606 Hunter Street	922116402057.00	7/21/2014	Class B	Issued	10/14/2022	"1606 Hunter Street
Urbana, IL
(-88.1881, 40.1038)"
511 West Nevada Street	922117162008.00	5/30/2013	Class B	Issued	10/14/2022	"511 West Nevada Street
Urbana, IL
(-88.2143, 40.1062)"
1308 Beech Street	912107255007.00	6/27/2011	Class C	Issued		"1308 Beech Street
Urbana, IL
(-88.2267, 40.1224)"
404 Johnson Avenue	922116112008.00	4/10/2012	Class B	Issued	10/14/2022	"404 Johnson Avenue
Urbana, IL
(-88.1967, 40.1098)"
1204 South Lynn Street	922116306002.00	3/21/2016	Class B	Issued		"1204 South Lynn Street
Urbana, IL
(-88.1978, 40.1032)"
404 West Elm Street	922117131011.00	6/2/2008	Class B	Issued		"404 West Elm Street
Urbana, IL
(-88.2122, 40.1118)"
811 Hill Street	912108302009.00	8/15/2014	Class C	Temporarily Not a Rental	10/14/2022	"811 Hill Street
Urbana, IL
(-88.2182, 40.1189)"
1507 North Romine Street	912107202007.00	7/27/2011	Class B	Expired	10/14/2022	"1507 North Romine Street
Urbana, IL
(-88.2279, 40.127)"
112 South Poplar Street	922116127010.00	6/20/2012	Class B	Expired	10/14/2022	"112 South Poplar Street
Urbana, IL
(-88.1942, 40.112)"
2306 East Delaware Avenue	912115354020.00	3/3/2015	Class A	Issued	10/14/2022	"2306 East Delaware Avenue
Urbana, IL
(-88.1779, 40.0999)"
1007 West Main Street	912107482020.00	10/30/2009	Class B	Issued		"1007 West Main Street
Urbana, IL
(-88.2215, 40.1142)"
308 West California Avenue	922117182014.00	7/18/2019	Class B	Issued	10/14/2022	"308 West California Avenue
Urbana, IL
(40.10858, -88.21112)"
1004 East Delaware Avenue	922116353019.00	4/4/2016	Class A	Issued	10/14/2021	"1004 East Delaware Avenue
Urbana, IL
(-88.1963, 40.0994)"
2001 East Florida Avenue Unit A	922116481046.00	1/16/2015	Class B	Issued	10/14/2022	"2001 East Florida Avenue
Unit A Urbana, IL
(-88.1853, 40.0983)"
1411 East Pennsylvania Avenue	922116382024.00	5/13/2016	Class B	Issued	10/14/2022	"1411 East Pennsylvania Avenue
Urbana, IL
(-88.191, 40.099)"
1206 North Lincoln Avenue	912108151003.00	12/6/2011	Class B	Issued	10/14/2022	"1206 North Lincoln Avenue
Urbana, IL
(-88.2191, 40.1232)"
602 South Race Street	922117256001.00	10/28/2019	Class B	Issued	10/14/2022	"602 South Race Street
Urbana, IL
(40.108242, -88.20858)"
506 West Elm Street	922117110021.00	5/14/2013	Class B	Expired	10/14/2022	"506 West Elm Street
Urbana, IL
(-88.214, 40.1117)"
503 Anderson Street	922117279006.00	2/3/2016	Class B	Issued	10/14/2022	"503 Anderson Street
Urbana, IL
(-88.2004, 40.109)"
1101 North Geraldine Avenue	912108277011.00	10/20/2021	Class B	Issued	10/14/2022	"1101 North Geraldine Avenue
Urbana, IL
(40.1231, -88.20313)"
803 South Cedar Street	922117185010.00	7/25/2019	Class B	Issued	10/14/2022	"803 South Cedar Street
Urbana, IL
(40.10619, -88.21043)"
507 Johnson Avenue	922116154006.00	4/5/2012	Class B	Issued		"507 Johnson Avenue
Urbana, IL
(-88.197, 40.1089)"
103 South Poplar Street	922116126008.00	6/25/2009	Class B	Issued	10/14/2022	"103 South Poplar Street
Urbana, IL
(-88.1945, 40.1129)"
1408 South Grove Street	932117481004.00	2/12/2020	Class B	Issued	10/14/2022	"1408 South Grove Street
Urbana, IL
(40.0998764038, -88.2009277344)"
710 West Stoughton Street	912108359008.00	12/22/2021	Class B	Issued	10/14/2022	"710 West Stoughton Street
Urbana, IL
(40.113586, -88.21717)"
706 West High Street	922117107013.00	4/27/2018	Class B	Issued	10/14/2022	"706 West High Street
Urbana, IL
(40.110035, -88.216705)"
908 East University Avenue	912109308010.00	10/27/2021	Class B	Issued	10/14/2022	"908 East University Avenue
Urbana, IL
(40.116615, -88.19661)"
1005 East Water Street	912109379003.00	5/3/2012	Class B	Expired		"1005 East Water Street
Urbana, IL
(-88.1943, 40.1138)"
206 Cedar Street	922117141004.00	6/23/2009	Class B	Expired	10/14/2022	"206 Cedar Street
Urbana, IL
(-88.2101, 40.111)"
808 West Nevada Street	922117153010.00	9/12/2018	Class B	Issued	10/14/2022	"808 West Nevada Street
Urbana, IL
(40.1067695618, -88.2186431885)"
803 West Green Street	922117103004.00	11/15/2018	Class B	Issued	10/14/2022	"803 West Green Street
Urbana, IL
(40.1103401184, -88.218208313)"
906 Harvey Street	912107281007.00	12/13/2011	Class B	Issued	10/14/2021	"906 Harvey Street
Urbana, IL
(-88.2217, 40.1205)"
806 West Oregon Street	922117152010.00	11/5/2018	Class B	Issued	10/14/2022	"806 West Oregon Street
Urbana, IL
(40.1076889038, -88.2185668945)"
